sentence,snippets,target,sentiment_score,aspects,format,label
Chime Communications Set To Be Acquired By WPP And Providence,[' Set To Be Acquired By WPP And Providence'],WPP,0.202,['Corporate/M&A/M&A'],headline,0
$RSOL bought 3500 shares today!,['bought 3500 shares today!'],RSOL,0.738,['Stock/Price Action/Bullish/Bull Position'],post,0
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,['Analyst Rated Stocks'],ORCL,0.509,['Stock/Coverage/AnalystRatings'],post,0
$IWM same conditions that sent markets to tumble all hitting this week,['same conditions that sent markets to tumble all hitting this week'],IWM,-0.236,['Market/Conditions'],post,2
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",['broke out now of his bull flag channel and make new highs'],DPZ,0.369,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$SPY c'mon bulls buy DIPS!,"[""c'mon bulls buy DIPS!""]",SPY,0.228,['Stock/Price Action/Bullish'],post,0
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu","[""Gilligan's Island Buy Setup, Stochastic Buy Signal""]",DGI,0.564,['Stock/Signal/Buy Signal'],post,0
$NFLX and $TSLA making all kinds of gains ð,['making all kinds of gains ð'],TSLA,0.42,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,['Testing the 200 day after some consolidation'],GOOG,0.285,['Stock/Technical Analysis'],post,0
$YHOO making new HOD,['making new HOD'],YHOO,0.442,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,"[""Sounds like we'll see some green tomorrow.""]",BBRY,0.395,['Stock/Price Action/Bullish'],post,0
"$pcln back over ""up"" trendline from 10/4","['back over ""up"" trendline']",PCLN,0.308,['Stock/Price Action/Bullish'],post,0
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,['Announces Record #Esports Viewership'],HDSI,0.208,['Corporate/Sales'],post,0
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,['Digital Strategy To Drive Significant Growth With Customer Loyalty'],SBUX,0.335,['Corporate/Strategy'],post,0
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,['200 day resistance still intact'],SDS,-0.39,['Stock/Technical Analysis'],post,2
Seat belt recall? who cares....  I'm a buyer $TSLA,['Seat belt recall'],TSLA,0.598,['Corporate/Risks/Product Recall'],post,0
"took some $ENDP long this am, using VWAP as guide",['using VWAP as guide'],ENDP,0.613,['Corporate/Technical Analysis'],post,0
London Stock Exchange Shareholders Approve Merger With Deutsche BÃÂ¶rse,['Shareholders Approve Merger With'],London Stock Exchange,0.406,['Corporate/M&A/M&A'],headline,0
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,['Looking for a strong bounce'],SPY,0.521,['Stock/Price Action/Bullish'],post,0
CompaniesUnilever sales lifted by ice cream in soft economy,['sales lifted by ice cream in soft economy'],Unilever,0.383,['Corporate/Sales'],headline,0
"$FB trending nicely, intraday.","['trending nicely, intraday.']",FB,0.404,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,['Dividend Play'],COST,0.354,['Corporate/Dividend Policy'],post,0
$PCLN Back to Back intraday reversals look out below. Shorts moving in!,['Shorts moving in!'],PCLN,-0.53,['Stock/Price Action/Bearish'],post,2
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,"[""I'm still skeptical. Will take profits""]",DWA,-0.088,['Stock/Price Action/Bearish'],post,1
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",['the correleation between the dollar index and $SPY is simply amazing'],SPY,-0.312,['Stock/Price Action'],post,2
TalkTalk hires BAE Systems to investigate cyber attack,['TalkTalk hires BAE Systems'],TalkTalk,-0.113,['Corporate/Appointment/Staff Hiring'],headline,2
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,['starting to show some relative strength and signs of potentia'],FB,0.334,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,['Daily technical indicators are bullish'],ASTX,0.516,['Stock/Technical Analysis'],post,0
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",['bullish story intact'],IMRS,0.4,['Stock/Price Action/Bullish'],post,0
"Tesco, Asda sales fall as march of the discounters continues: Kantar",['sales fall as march of the discounters'],Tesco,-0.398,['Corporate/Sales'],headline,2
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,['BULLISH Engulfing'],KO,0.551,['Stock/Technical Analysis'],post,0
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",['stocks look like a 5-10% run awaits. Long'],SSRI,0.394,['Stock/Price Action/Bullish'],post,0
Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,['Week made in a morning.'],FB,0.471,['Stock/Price Action/Bullish'],post,0
"Tesco set to sell Kipa, Giraffe businesses - Sky News","['set to sell Kipa, Giraffe businesses']",Kipa,-0.192,['Stock/Signal/Sell Signal'],headline,2
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=","['broke DT line 1st, MACD cross']",IYT,0.594,['Stock/Technical Analysis'],post,0
ICE Said to Start Lining Up Financing for LSE Bidding War,['Said to Start Lining Up Financing for'],LSE,0.328,['Corporate/Rumors/Rumors'],headline,0
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,['had a nice breakout of the recent consolidation'],EBAY,0.452,['Stock/Technical Analysis/Breakout'],post,0
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),['1click away from a cliff drop'],CAT,-0.337,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",['Isabel dos Santos Reach Agreement Over Angola Exposure'],CaixaBank,0.243,['Corporate/Strategy/Company Agreement'],headline,0
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",['initiated $incy with an outperform yesterday'],INCY,0.574,['Stock/Coverage/AnalystRatings/Upgrade'],post,0
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",['market tanking'],FIO,-0.497,['Market/Market'],post,2
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,['Break-out thru 50 & 200- DMA'],TSLA,0.504,['Stock/Technical Analysis'],post,0
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,['Descending triangle'],PPG,0.201,['Stock/Technical Analysis'],post,0
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,['Hitting HOD here.'],VVUS,0.609,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Insight hires Aviva's David Hillier for multi-asset team,['hires Aviva's David Hillier for multi-asset team'],Insight,0.137,['Corporate/Appointment/Executive Appointment'],headline,0
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,['Soars 67% Today On Positive Phase 3 Results'],SGYP,0.623,['Stock/Price Action'],post,0
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC","['Another Sell Rating, Sell Ratings On']",BAC,-0.513,['Stock/Coverage/AnalystRatings/Downgrade'],post,2
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",['horrible action since it hit 70 yesterday'],GMCR,-0.51,['Stock/Price Action/Bearish'],post,2
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,['ready to exit bankruptcy'],LEE,0.298,['Corporate/Financial/Bankruptcy/Exisiting bankruptcy'],post,0
Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,['Pivotal Research upgrading $GOOGL to buy'],GOOGL,0.512,['Stock/Coverage/AnalystRatings/Upgrade'],post,0
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,['the bidding war picks up for the company'],YHOO,0.391,['Corporate/M&A/M&A'],post,0
"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",['long play'],STX,0.48,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,['Looking for a test at 9.25 resistance point'],ZNGA,0.248,['Stock/Technical Analysis'],post,0
$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,['Such a bloated valuation'],FB,-0.536,['Stock/Fundamentals'],post,2
AstraZeneca profit down as sales of stalwarts fade,['as sales of stalwarts fade'],AstraZeneca,-0.405,['Corporate/Sales'],headline,2
$WX Decent pull back . .,['Decent pull back . .'],WX,-0.325,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
"$AAPL bounce right now has no vol, more vol when it slid",['bounce right now has no vol'],AAPL,0.19,['Stock/Price Action'],post,0
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,['recalls #ModelX for faulty 3rd row seat'],TSLA,-0.26,['Corporate/Risks/Product Recall'],post,2
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",['at pivot area on intraday chart'],AAPL,0.128,['Stock/Technical Analysis'],post,0
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",['could see a nice pop if bids come in higher than expected'],YHOO,0.234,['Stock/Price Action'],post,0
BG Group Still Happy With Shell's $70 Billion Offer,['BG Group Still Happy With Shell's $70 Billion Offer'],Shell,0.235,['Corporate/M&A/Proposed Merger'],headline,0
"FTSE led lower by M&S, GlaxoSmithKline",['FTSE led lowe'],M&S,-0.448,['Market/Market/Market Trend'],headline,2
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,['Price experiencing early rejection'],LNKD,-0.228,['Stock/Price Action/Bearish'],post,2
Borealis Infrastructure putting together new Severn Trent bid,['putting together new Severn Trent bid'],Severn Trent,0.214,['Corporate/M&A/Proposed Merger'],headline,0
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,['some upside today'],RCON,0.254,['Stock/Price Action/Bullish'],post,0
long $AAPL,['long'],AAPL,0.648,['Stock/Price Action/Bullish/Bull Position'],post,0
easyJet leads Britain's FTSE lower as global bond rout resumes,['leads Britain's FTSE lower'],easyJet,-0.495,['Market/Volatility'],headline,2
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",['Daily Mail owner considering Yahoo bid'],YHOO,0.288,['Corporate/M&A'],post,0
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,['broken out of a major horizontal resistance'],CIEN,0.345,['Stock/Technical Analysis'],post,0
S&P downgrades Barclays and RBS on government bailout fears,['downgrades Barclays and RBS'],RBS,-0.53,['Stock/Coverage/AnalystRatings/downgrade'],headline,2
$TSLA is now up 57% from its February low. Amazing rebound.,['Amazing rebound'],TSLA,0.582,['Stock/Price Action/Bullish'],post,0
$SPY  still wants higher I think.,['still wants higher I think'],SPY,0.448,['Stock/Price Action/Bullish'],post,0
Retailers Kingfisher and Sports Direct rise in Britain's share index,['rise in Britain's share index'],Sports Direct,0.459,['Stock/Technical Analysis/Trend/Trending up'],headline,0
Shire share price under pressure after $32bn Baxalta deal,['share price under pressure after $32bn Baxalta deal'],Baxalta,-0.198,['Stock/Price Action'],headline,2
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,['Does not want to go down... risk appetite still high'],JNK,0.272,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$ENDP Was looking for a long entry but today's price action wasn't appealing,"[""oday's price action wasn't appealing""]",ENDP,0.034,['Stock/Price Action/Bearish/Bearish Behavior'],post,1
Germanwings disaster will not affect image of budget air travel - easyJet,['will not affect image of'],Germanwings,-0.046,['Corporate/Reputation'],headline,1
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,['could see more upside'],SAVE,0.546,['Stock/Price Action/Bullish'],post,0
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",['plans a 33% dividend hike'],ACE,0.455,['Corporate/Dividend Policy'],post,0
$NUGT Gold above 1400...wow,['Gold above 1400...wow'],NUGT,0.424,['Stock/Price Action/Bullish'],post,0
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",['rallies off three-month low'],Sainsbury,0.334,['Stock/Price Action'],headline,0
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,"[""It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.""]",AMRN,0.469,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Long $ENDP @ $26.23 on $AGN b/o rumor,['Long'],ENDP,0.57,['Stock/Price Action/Bullish/Bull Position'],post,0
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,['expanding its research facilities...keeping up with the pace of innovation'],GILD,0.297,['Corporate/Strategy'],post,0
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,['reiterated a HOLD rating'],NTAP,0.214,['Stock/Coverage/AnalystRatings'],post,0
AstraZeneca chases Acerta to secure next cancer drug winner,['chases Acerta to secure next cancer drug winner'],AstraZeneca,0.519,['Stock/Buyside/Stock Buyside'],headline,0
Anheuser-Busch InBev Increases Offer for Rival SABMiller,['InBev Increases Offer for Rival SABMiller'],SABMiller,0.24,['Corporate/M&A/Proposed Merger'],headline,0
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady","[""Let's see some higher highs and higher lows rest of the day""]",KNDI,0.396,['Stock/Price Action'],post,0
$ISRG Break out confirmed. Bought Leaps. Good trading!,['Break out confirmed'],ISRG,0.36,['Stock/Technical Analysis/Breakout'],post,0
$SBUX inverted head & shoulders pattern in the works. bullish.,['inverted head & shoulders pattern in the works'],SBUX,0.572,['Stock/Technical Analysis'],post,0
$JD down 20% in after-hour market. anyone care to explain why?,['down 20% in after-hour market'],JD,-0.551,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
